Title/Synonyms	IUPAC	InChI	Isomeric_SMILES	Canonical_SMILES	PUBCHEM_CID	Status	Source
6-Methoxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-7,8-diol/3162-96-7	6-methoxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-7,8-diol	InChI=1S/C14H18O6/c1-17-14-11(16)10(15)12-9(19-14)7-18-13(20-12)8-5-3-2-4-6-8/h2-6,9-16H,7H2,1H3	COC1C(C(C2C(O1)COC(O2)C3=CC=CC=C3)O)O	COC1OC2COC(OC2C(C1O)O)c1ccccc1	102946	1	AID_1259312_datatable_active
(7S,14R)-5-acetyloxy-14-(acetyloxyethyl)-2,15-dimethyltetracyclo[8.7.0.0<2,7>. 0<11,15>]heptadec-14-yl acetate/AKOS003238142	[(5S,17R)-17-acetyloxy-17-(1-acetyloxyethyl)-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-yl] acetate	InChI=1S/C27H42O6/c1-16(31-17(2)28)27(33-19(4)30)14-11-24-22-8-7-20-15-21(32-18(3)29)9-12-25(20,5)23(22)10-13-26(24,27)6/h16,20-24H,7-15H2,1-6H3/t16?,20-,21?,22?,23?,24?,25?,26?,27-/m0/s1	CC([C@]1(CCC2C1(CCC3C2CC[C@@H]4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C)OC(=O)C	CC(=O)OC1CCC2([C@H](C1)CCC1C2CCC2(C1CC[C@]2(OC(=O)C)C(OC(=O)C)C)C)C	17384157	1	AID_1259312_datatable_active
N-phenylmorpholine-4-carbothioamide/N-phenylmorpholine-4-carbothioamide	N-phenylmorpholine-4-carbothioamide	InChI=1S/C11H14N2OS/c15-11(13-6-8-14-9-7-13)12-10-4-2-1-3-5-10/h1-5H,6-9H2,(H,12,15)	C1COCCN1C(=S)NC2=CC=CC=C2	S=C(N1CCOCC1)Nc1ccccc1	668271	1	AID_1259312_datatable_active
Benzofuran-2-carboxamide/Benzofuran-2-carboxamide	1-benzofuran-2-carboxamide	InChI=1S/C9H7NO2/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H2,10,11)	C1=CC=C2C(=C1)C=C(O2)C(=O)N	NC(=O)c1cc2c(o1)cccc2	687121	1	AID_1259312_datatable_active
3-Nitro-6-(4-nitropyrazol-3-yl)-8-hydro-3-pyrazolino[2,3-a]pyrimidin-2-one/ZINC8742132	3-nitro-6-(4-nitro-1H-pyrazol-5-yl)-1H-pyrazolo[1,5-a]pyrimidin-2-one	InChI=1S/C9H5N7O5/c17-9-7(16(20)21)8-10-1-4(3-14(8)13-9)6-5(15(18)19)2-11-12-6/h1-3H,(H,11,12)(H,13,17)	C1=C(C=NC2=C(C(=O)NN21)[N+](=O)[O-])C3=C(C=NN3)[N+](=O)[O-]	[O-][N+](=O)c1cn[nH]c1c1cnc2n(c1)[nH]c(=O)c2[N+](=O)[O-]	3112999	1	AID_1259312_datatable_active
6,6'-(4-nitro-1H-pyrazole-3,5-diyl)bis(3-bromopyrazolo[1,5-a]pyrimidin-2(1H)-one)/6,6'-(4-nitro-1H-pyrazole-3,5-diyl)bis(3-bromopyrazolo[1,5-a]pyrimidin-2(1H)-one)	3-bromo-6-[3-(3-bromo-2-oxo-1H-pyrazolo[1,5-a]pyrimidin-6-yl)-4-nitro-1H-pyrazol-5-yl]-1H-pyrazolo[1,5-a]pyrimidin-2-one	InChI=1S/C15H7Br2N9O4/c16-7-12-18-1-5(3-24(12)22-14(7)27)9-11(26(29)30)10(21-20-9)6-2-19-13-8(17)15(28)23-25(13)4-6/h1-4H,(H,20,21)(H,22,27)(H,23,28)	C1=C(C=NC2=C(C(=O)NN21)Br)C3=C(C(=NN3)C4=CN5C(=C(C(=O)N5)Br)N=C4)[N+](=O)[O-]	[O-][N+](=O)c1c([nH]nc1c1cnc2n(c1)[nH]c(=O)c2Br)c1cnc2n(c1)[nH]c(=O)c2Br	3380202	1	AID_1259312_datatable_active
8-ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinoline-1-thione/8-ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinoline-1-thione	8-ethoxy-4,4-dimethyl-5H-dithiolo[3,4-c]quinoline-1-thione	InChI=1S/C14H15NOS3/c1-4-16-8-5-6-10-9(7-8)11-12(14(2,3)15-10)18-19-13(11)17/h5-7,15H,4H2,1-3H3	CCOC1=CC2=C(C=C1)NC(C3=C2C(=S)SS3)(C)C	CCOc1ccc2c(-c3c(=S)ssc3C(N2)(C)C)c1	1841561	1	AID_1259312_datatable_active
3-Acetyl-1,1-dichloro-2,2,7b-trimethyl-1,2,3,1a,7b-pentahydrocyclopropa[2,1-c] quinoline/BAS 00107967	1-(1,1-dichloro-2,2,7b-trimethyl-1aH-cyclopropa[c]quinolin-3-yl)ethanone	InChI=1S/C15H17Cl2NO/c1-9(19)18-11-8-6-5-7-10(11)14(4)12(13(18,2)3)15(14,16)17/h5-8,12H,1-4H3	CC(=O)N1C2=CC=CC=C2C3(C(C1(C)C)C3(Cl)Cl)C	CC(=O)N1c2ccccc2C2(C(C1(C)C)C2(Cl)Cl)C	3090974	1	AID_1259312_datatable_active
N-(4-methylquinazolin-2-yl)guanidine/N-(4-methylquinazolin-2-yl)guanidine	2-(4-methylquinazolin-2-yl)guanidine	InChI=1S/C10H11N5/c1-6-7-4-2-3-5-8(7)14-10(13-6)15-9(11)12/h2-5H,1H3,(H4,11,12,13,14,15)	CC1=NC(=NC2=CC=CC=C12)N=C(N)N	NC(=Nc1nc2ccccc2c(n1)C)N	345657	1	AID_1259312_datatable_active
Tetradecylsuccinic acid/2-tetradecylbutanedioic acid	2-tetradecylbutanedioic acid	InChI=1S/C18H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16(18(21)22)15-17(19)20/h16H,2-15H2,1H3,(H,19,20)(H,21,22)	CCCCCCCCCCCCCCC(CC(=O)O)C(=O)O	CCCCCCCCCCCCCCC(C(=O)O)CC(=O)O	102836	1	AID_1259312_datatable_active
4-[(5-Hydroxy-4-phenyl(1,2,5-oxadiazol-3-yl))diazenyl]-3-phenyl-1,2,5-oxadiazo l-2-ol/bis(3-phenylfuroxanyl)diazene	bis(5-oxido-4-phenyl-1,2,5-oxadiazol-5-ium-3-yl)diazene	InChI=1S/C16H10N6O4/c23-21-13(11-7-3-1-4-8-11)15(19-25-21)17-18-16-14(22(24)26-20-16)12-9-5-2-6-10-12/h1-10H	C1=CC=C(C=C1)C2=[N+](ON=C2N=NC3=NO[N+](=C3C4=CC=CC=C4)[O-])[O-]	[O-][n+]1onc(c1c1ccccc1)N=Nc1no[n+](c1c1ccccc1)[O-]	4029913	1	AID_1259312_datatable_active
methyl 4-((16S,5R,9R)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0<2,7>.0 <11,15>]heptadec-14-yl)pentanoate/SCHEMBL14582657	methyl 4-[(3R,7R,12S)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoate	InChI=1S/C25H42O5/c1-14(5-8-22(29)30-4)17-6-7-18-23-19(13-21(28)25(17,18)3)24(2)10-9-16(26)11-15(24)12-20(23)27/h14-21,23,26-28H,5-13H2,1-4H3/t14?,15?,16-,17?,18?,19?,20-,21+,23?,24?,25?/m1/s1	CC(CCC(=O)OC)C1CCC2C1([C@H](CC3C2[C@@H](CC4C3(CC[C@H](C4)O)C)O)O)C	COC(=O)CCC(C1CCC2C1(C)[C@@H](O)CC1C2[C@H](O)CC2C1(C)CC[C@H](C2)O)C	12721711	1	AID_1259312_datatable_active
1-((6R)-14-acetyloxy-7,11-dimethyl-5-oxapentacyclo[8.8.0.0<2,7>.0<4,6>.0<11,16 >]octadec-16-en-6-yl)(1S)ethyl acetate/AKOS003238579	[6-[(1S)-1-acetyloxyethyl]-7,11-dimethyl-5-oxapentacyclo[8.8.0.02,7.04,6.011,16]octadec-16-en-14-yl] acetate	InChI=1S/C25H36O5/c1-14(28-15(2)26)25-22(30-25)13-21-19-7-6-17-12-18(29-16(3)27)8-10-23(17,4)20(19)9-11-24(21,25)5/h6,14,18-22H,7-13H2,1-5H3/t14-,18?,19?,20?,21?,22?,23?,24?,25?/m0/s1	C[C@@H](C12C(O1)CC3C2(CCC4C3CC=C5C4(CCC(C5)OC(=O)C)C)C)OC(=O)C	CC(=O)OC1CCC2(C(=CCC3C2CCC2(C3CC3C2(O3)[C@@H](OC(=O)C)C)C)C1)C	17384214	1	AID_1259312_datatable_active
14-(Hydroxyethyl)-2,15-dimethyltetracyclo[8.7.0.0<2,7>.0<11,15>]heptadec-7-en-5-yl acetate/Oprea1_734132	[17-(1-hydroxyethyl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate	InChI=1S/C23H36O3/c1-14(24)19-7-8-20-18-6-5-16-13-17(26-15(2)25)9-11-22(16,3)21(18)10-12-23(19,20)4/h5,14,17-21,24H,6-13H2,1-4H3	CC(C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)C)C)C)O	CC(=O)OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(O)C)C)C1)C	3274213	1	AID_1259312_datatable_active
(24R)-12,25-dimethyldispiro[1,3-dioxolane-4,4'-1,3-dioxolane-5',14''-tetracycl o[8.7.0.0<2,7>.0<11,15>]heptadecane]-16-en-15-one/Oprea1_830364		InChI=1S/C23H32O5/c1-20-8-5-16(24)11-15(20)3-4-17-18(20)6-9-21(2)19(17)7-10-22(21)23(28-14-26-22)12-25-13-27-23/h11,17-19H,3-10,12-14H2,1-2H3/t17?,18?,19?,20?,21?,22-,23?/m1/s1	CC12CCC(=O)C=C1CCC3C2CCC4(C3CC[C@]45C6(COCO6)OCO5)C	O=C1CCC2(C(=C1)CCC1C2CCC2(C1CC[C@]12OCOC21OCOC2)C)C	23908852	1	AID_1259312_datatable_active
2-morpholin-4-yl-N-(1,3-thiazol-2-yl)acetamide/2-(4-morpholinyl)-N-(1,3-thiazol-2-yl)acetamide	2-morpholin-4-yl-N-(1,3-thiazol-2-yl)acetamide	InChI=1S/C9H13N3O2S/c13-8(11-9-10-1-6-15-9)7-12-2-4-14-5-3-12/h1,6H,2-5,7H2,(H,10,11,13)	C1COCCN1CC(=O)NC2=NC=CS2	O=C(Nc1nccs1)CN1CCOCC1	687268	1	AID_1259312_datatable_active
5-bromo-2-{[(4-bromophenyl)amino]methyl}-1H-isoindole-1,3(2H)-dione/5-bromo-2-{[(4-bromophenyl)amino]methyl}-1H-isoindole-1,3(2H)-dione	5-bromo-2-[(4-bromoanilino)methyl]isoindole-1,3-dione	InChI=1S/C15H10Br2N2O2/c16-9-1-4-11(5-2-9)18-8-19-14(20)12-6-3-10(17)7-13(12)15(19)21/h1-7,18H,8H2	C1=CC(=CC=C1NCN2C(=O)C3=C(C2=O)C=C(C=C3)Br)Br	Brc1ccc(cc1)NCN1C(=O)c2c(C1=O)cc(cc2)Br	988774	1	AID_1259312_datatable_active
2-[(Dibenzo[b,d]furan-3-ylamino)methyl]-5-nitro-1H-isoindole-1,3(2H)-dione/2-[(Dibenzo[b,d]furan-3-ylamino)methyl]-5-nitro-1H-isoindole-1,3(2H)-dione	2-[(dibenzofuran-3-ylamino)methyl]-5-nitroisoindole-1,3-dione	InChI=1S/C21H13N3O5/c25-20-16-8-6-13(24(27)28)10-17(16)21(26)23(20)11-22-12-5-7-15-14-3-1-2-4-18(14)29-19(15)9-12/h1-10,22H,11H2	C1=CC=C2C(=C1)C3=C(O2)C=C(C=C3)NCN4C(=O)C5=C(C4=O)C=C(C=C5)[N+](=O)[O-]	O=C1c2cc(ccc2C(=O)N1CNc1ccc2c(c1)oc1c2cccc1)[N+](=O)[O-]	606822	1	AID_1259312_datatable_active
17-(Naphthalen-2-yl)-17-azapentacyclo[6.6.5.0^{2,7}.0^{9,14}.0^{15,19}]nonadeca-2(7),3,5,9(14),10,12-hexaene-16,18-dione/ChemDiv1_019614	17-naphthalen-2-yl-17-azapentacyclo[6.6.5.02,7.09,14.015,19]nonadeca-2,4,6,9,11,13-hexaene-16,18-dione	InChI=1S/C28H19NO2/c30-27-25-23-19-9-3-4-10-20(19)24(22-12-6-5-11-21(22)23)26(25)28(31)29(27)18-14-13-16-7-1-2-8-17(16)15-18/h1-15,23-26H	C1=CC=C2C=C(C=CC2=C1)N3C(=O)C4C(C3=O)C5C6=CC=CC=C6C4C7=CC=CC=C57	O=C1N(c2ccc3c(c2)cccc3)C(=O)C2C1C1c3ccccc3C2c2c1cccc2	3093015	1	AID_1259312_datatable_active
(5Z)-5-(2,4-dichlorobenzylidene)-2-thioxoimidazolidin-4-one/MLS002639378	(5Z)-5-[(2,4-dichlorophenyl)methylidene]-2-sulfanylideneimidazolidin-4-one	InChI=1S/C10H6Cl2N2OS/c11-6-2-1-5(7(12)4-6)3-8-9(15)14-10(16)13-8/h1-4H,(H2,13,14,15,16)/b8-3-	C1=CC(=C(C=C1Cl)Cl)/C=C\2/C(=O)NC(=S)N2	S=C1NC(=O)/C(=C/c2ccc(cc2Cl)Cl)/N1	5554521	1	AID_1259312_datatable_active
2,3-Dihydroxyquinoxaline/2,3-Dihydroxyquinoxaline	1,4-dihydroquinoxaline-2,3-dione	InChI=1S/C8H6N2O2/c11-7-8(12)10-6-4-2-1-3-5(6)9-7/h1-4H,(H,9,11)(H,10,12)	C1=CC=C2C(=C1)NC(=O)C(=O)N2	O=c1[nH]c2ccccc2[nH]c1=O	27491	1	AID_1259312_datatable_active
Tetrabenzo[a,c,H,j]phenazine/Tetrabenzo[a,c,H,j]phenazine	2,17-diazaheptacyclo[16.12.0.03,16.04,9.010,15.019,24.025,30]triaconta-1,3(16),4,6,8,10,12,14,17,19,21,23,25,27,29-pentadecaene	InChI=1S/C28H16N2/c1-5-13-21-17(9-1)18-10-2-6-14-22(18)26-25(21)29-27-23-15-7-3-11-19(23)20-12-4-8-16-24(20)28(27)30-26/h1-16H	C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2N=C5C6=CC=CC=C6C7=CC=CC=C7C5=N4	c1ccc2c(c1)c1nc3c(nc1c1c2cccc1)c1ccccc1c1c3cccc1	633293	1	AID_1259312_datatable_active
(2E)-4-(cyclohexylamino)-4-oxobut-2-enoic acid/(2E)-4-(cyclohexylamino)-4-oxobut-2-enoic acid	(E)-4-(cyclohexylamino)-4-oxobut-2-enoic acid	InChI=1S/C10H15NO3/c12-9(6-7-10(13)14)11-8-4-2-1-3-5-8/h6-8H,1-5H2,(H,11,12)(H,13,14)/b7-6+	C1CCC(CC1)NC(=O)/C=C/C(=O)O	O=C(NC1CCCCC1)/C=C/C(=O)O	687307	1	AID_1259312_datatable_active
4-Amino-1,2,5-oxadiazole-3-carbohydrazonamide/4-Amino-1,2,5-oxadiazole-3-carbohydrazonamide	N',4-diamino-1,2,5-oxadiazole-3-carboximidamide	InChI=1S/C3H6N6O/c4-2(7-6)1-3(5)9-10-8-1/h6H2,(H2,4,7)(H2,5,9)	C1(=NON=C1N)/C(=N/N)/N	N/N=C(/c1nonc1N)\N	5930285	1	AID_1259312_datatable_active
5-((1E)-2-(2H-benzo[3,4-d]1,3-dioxolen-5-yl)-1-azavinyl)-3-hydrobenzimidazol-2-one/TimTec1_000174	5-(1,3-benzodioxol-5-ylmethylideneamino)-1,3-dihydrobenzimidazol-2-one	InChI=1S/C15H11N3O3/c19-15-17-11-3-2-10(6-12(11)18-15)16-7-9-1-4-13-14(5-9)21-8-20-13/h1-7H,8H2,(H2,17,18,19)	C1OC2=C(O1)C=C(C=C2)C=NC3=CC4=C(C=C3)NC(=O)N4	O=c1[nH]c2c([nH]1)cc(cc2)N=Cc1ccc2c(c1)OCO2	692884	1	AID_1259312_datatable_active
({5-[3-(Trifluoromethyl)phenyl]-2-furyl}methylene)methane-1,1-dicarbonitrile/ZINC35237	2-[[5-[3-(trifluoromethyl)phenyl]furan-2-yl]methylidene]propanedinitrile	InChI=1S/C15H7F3N2O/c16-15(17,18)12-3-1-2-11(7-12)14-5-4-13(21-14)6-10(8-19)9-20/h1-7H	C1=CC(=CC(=C1)C(F)(F)F)C2=CC=C(O2)C=C(C#N)C#N	N#CC(=Cc1ccc(o1)c1cccc(c1)C(F)(F)F)C#N	673240	1	AID_1259312_datatable_active
(4E)-2-(1,3-benzothiazol-2-yl)-4-[1-(heptylamino)ethylidene]-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one/(4E)-2-(1,3-benzothiazol-2-yl)-4-[1-(heptylamino)ethylidene]-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one	2-(1,3-benzothiazol-2-yl)-4-(N-heptyl-C-methylcarbonimidoyl)-5-(trifluoromethyl)-1H-pyrazol-3-one	InChI=1S/C20H23F3N4OS/c1-3-4-5-6-9-12-24-13(2)16-17(20(21,22)23)26-27(18(16)28)19-25-14-10-7-8-11-15(14)29-19/h7-8,10-11,26H,3-6,9,12H2,1-2H3	CCCCCCCN=C(C)C1=C(NN(C1=O)C2=NC3=CC=CC=C3S2)C(F)(F)F	CCCCCCCN=C(c1c(=O)n([nH]c1C(F)(F)F)c1nc2c(s1)cccc2)C	3340871	1	AID_1259312_datatable_active
4-{(1E)-2-[1-(3-methylphenyl)(2-pyrazolin-3-yl)]-2-azavinyl}morpholine/Cambridge id 5358594	N-[2-(3-methylphenyl)-3,4-dihydropyrazol-5-yl]-1-morpholin-4-ylmethanimine	InChI=1S/C15H20N4O/c1-13-3-2-4-14(11-13)19-6-5-15(17-19)16-12-18-7-9-20-10-8-18/h2-4,11-12H,5-10H2,1H3	CC1=CC(=CC=C1)N2CCC(=N2)N=CN3CCOCC3	Cc1cccc(c1)N1CCC(=N1)N=CN1CCOCC1	673388	1	AID_1259312_datatable_active
1-(Thiazol-2-yliminomethyl)-naphthalen-2-ol/1-(Thiazol-2-yliminomethyl)-naphthalen-2-ol	1-[(E)-1,3-thiazol-2-yliminomethyl]naphthalen-2-ol	InChI=1S/C14H10N2OS/c17-13-6-5-10-3-1-2-4-11(10)12(13)9-16-14-15-7-8-18-14/h1-9,17H/b16-9+	C1=CC=C2C(=C1)C=CC(=C2/C=N/C3=NC=CS3)O	Oc1ccc2c(c1/C=N/c1nccs1)cccc2	135443142	1	AID_1259312_datatable_active
(5E)-5-(4-hydroxybenzylidene)-2-mercapto-1,3-thiazol-4(5H)-one/81154-13-4	(5E)-5-[(4-hydroxyphenyl)methylidene]-2-sulfanylidene-1,3-thiazolidin-4-one	InChI=1S/C10H7NO2S2/c12-7-3-1-6(2-4-7)5-8-9(13)11-10(14)15-8/h1-5,12H,(H,11,13,14)/b8-5+	C1=CC(=CC=C1/C=C/2\C(=O)NC(=S)S2)O	O=C1NC(=S)S/C/1=C/c1ccc(cc1)O	1241130	1	AID_1259312_datatable_active
